,source,author,title,description,url,urlToImage,publishedAt,content
2243,"{'id': None, 'name': 'CNET'}",Lexy Savvides,The Apple Watch Changed How I Ride My Bike - CNET,Commentary: Live Activities instantly turns your iPhone into a bike computer. It's good enough for me that I don't need anything else.,https://www.cnet.com/tech/mobile/the-apple-watch-changed-how-i-ride-my-bike/,https://www.cnet.com/a/img/resize/3220388022f2cf02113716eb588113bf1fdee906/hub/2024/02/19/ff8cc4b6-3aef-4d7c-8472-2b6375680835/applewatch-iphone-bike.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-19T13:00:09Z,"Someone at Apple is a keen cyclist, and for that, I'm eternally grateful. The Apple Watch has gained a range of helpful features for cyclists over the past few years that's made my riding experience … [+6573 chars]"
2244,"{'id': None, 'name': 'CNET'}",David Watsky,Best Air Fryer in 2024 - CNET,"We tested a few popular models to find the best overall oven, best budget air fryer, small air fryer and more. Here are our top picks.",https://www.cnet.com/home/kitchen-and-household/the-best-air-fryer-tested-by-cnet/,https://www.cnet.com/a/img/resize/fca8c6b1b07145130a923d247742ee3c249e9f3b/hub/2022/08/19/7d07e983-a153-4c79-a497-a02e361ea42b/air-fyrer-4x4-3.jpg?auto=webp&fit=crop&height=675&width=1200,2024-02-15T23:00:00Z,""" image-credit=""Ninja"" image-alt-text=""Ninja Air Fryer"" image-filename=""screen-shot-2022-11-14-at-9-16-57-am.png"" image-width=""1136"" image-height=""810"" image-date-created=""2022-11-14"" image-do-not-cr… [+59449 chars]"
2245,"{'id': 'business-insider', 'name': 'Business Insider'}","ktangalakislippert@businessinsider.com (Katherine Tangalakis-Lippert,Hannah Getahun)",Wife of Tesla employee who died in what may have been the first 'full self-driving' crash said she and her husband were 'guinea pigs',Tesla hasn't acknowledged the death of an employee driving one of its cars in what may have been the first fatality linked to its self-driving feature.,https://www.businessinsider.com/tesla-employee-died-full-self-driving-fatal-crash-2024-2,https://i.insider.com/65cc35d194aa8ee8e84b2027?width=1200&format=jpeg,2024-02-14T04:45:09Z,"Hans von Ohain, a Tesla recruiter, died in a car crash on a Colorado mountain road after his Tesla Model 3 veered off the road and barreled into a tree, bursting into flames, according to a new repor… [+3388 chars]"
2246,"{'id': None, 'name': 'MacRumors'}",Tim Hardwick,Apple Negotiating With OLED Suppliers for Next Year's iPhone SE 4,"Several of Apple's display suppliers have proposed their prices for supplying OLED displays for the fourth-generation iPhone SE, The Elec reports.





Samsung Display, BOE, and Tianma are all said to have entered their proposed prices for OLED panels for the…",https://www.macrumors.com/2024/02/16/apple-iphone-se-4-oled-panel-orders/,https://images.macrumors.com/t/OoSa3F8nZB6xu08a8tGb-PkN124=/2500x/article-new/2023/02/iphone-se-4-modified-flag-edges.jpg,2024-02-16T10:13:10Z,"Several of Apple's display suppliers have proposed their prices for supplying OLED displays for the fourth-generation iPhone SE, The Elec reports.
Samsung Display, BOE, and Tianma are all said to ha… [+1361 chars]"
2247,"{'id': 'business-insider', 'name': 'Business Insider'}",Antonio Villas-Boas,Google Pixel 8 Pro review: Unrivaled cameras make it one of the top high-end phones,The Google Pixel 8 Pro stands out among premium Android phones with its superb camera system and battery life.,https://www.businessinsider.com/guides/tech/google-pixel-8-pro-review,https://i.insider.com/65cfbf3ff533b039a884d3dd?width=1200&format=jpeg,2024-02-16T22:56:02Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn more
As the latest flagship representative for Google's Pixel line, the Google Pixel 8 Pro is a top-tier devi… [+12001 chars]"
2248,"{'id': 'business-insider', 'name': 'Business Insider'}",Ana Altchek,Tesla's new update is designed to make charging in the cold less of a headache,"A Tesla can now automatically warm up its charging port on its way to a station, which should help prevent chargers from getting stuck in cold weather.",https://www.businessinsider.com/tesla-software-update-auto-warm-charging-port-inlet-cold-weather-2024-2,https://i.insider.com/65ce5306f533b039a8840d93?width=1200&format=jpeg,2024-02-15T18:08:14Z,"Tesla's latest update preheats the car's charging port on the way to a charging station in cold weather.Getty/Eva Kongshavn
<ul><li>Tesla's latest software feature should help prevent chargers from … [+2340 chars]"
2249,"{'id': 'business-insider', 'name': 'Business Insider'}",Shannon Ullman,Garmin Venu 3S review: A premium smartwatch experience with a smaller smartwatch design,Garmin's Venu 3S is a smaller version of the Venu 3 that offers the same premium smartwatch functionality and advanced health and fitness tracking.,https://www.businessinsider.com/guides/tech/garmin-venu-3s-review,https://i.insider.com/65985a8b1c5c7b8c9a0e7a3f?width=1200&format=jpeg,2024-02-21T20:22:19Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreThe Garmin Venu 3S is a great premium smartwatch option for folks with narrower wrists or those who prefer… [+7938 chars]"
2250,"{'id': 'business-insider', 'name': 'Business Insider'}",William Antonelli,Asus ROG Ally review: A powerful handheld gaming PC held back by a few bugs,"The Asus ROG Ally is a gaming handheld that runs on Windows. Many control issues we ran into at launch have been fixed, but some key flaws remain.",https://www.businessinsider.com/guides/tech/asus-rog-ally-review,https://i.insider.com/65d52083f533b039a8857861?width=1200&format=jpeg,2024-02-21T18:51:12Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreAsus has fixed many of the issues that the ROG Ally suffered from at launch.William Antonelli/Insider
The… [+12914 chars]"
2251,"{'id': 'business-insider', 'name': 'Business Insider'}",Mikhaila Friel,A Delta flight had to do U-turn after maggots fell onto a passenger from an overhead bin containing rotten fish,A Delta flight traveling from Amsterdam to Detroit turned around after maggots and a dead fish were discovered in a passenger's suitcase.,https://www.businessinsider.com/delta-flight-maggots-fall-rotten-fish-passenger-detroit-suitcase-2024-2,https://i.insider.com/65cde5926fcb546d2d50034f?width=1200&format=jpeg,2024-02-15T11:16:48Z,"The Delta flight turned around after maggots fell from a suitcase onto a passenger. James D. Morgan/Getty Images.
<ul><li>A Delta flight was diverted on Tuesday after maggots fell from a suitcase, m… [+3169 chars]"
2252,"{'id': 'business-insider', 'name': 'Business Insider'}",Shubhangi Goel,"I'm backpacking the world while working as an online therapist. I have a steady income, but I'm exhausted.","Carolina Villafuerte has been backpacking while providing online therapy. It's only been a year, but being a digital nomad is getting tiring.",https://www.businessinsider.com/digital-nomad-online-therapy-backpacking-clinical-psychology-mental-health-2024-2,https://i.insider.com/65d56696f533b039a8858374?width=1200&format=jpeg,2024-02-22T03:38:20Z,"Carolina Villafuerte has been travelling the world as a digital nomad since December 2022.Carolina Villafuerte
<ul><li>Carolina Villafuerte provides online therapy while traveling the world.</li><li… [+3911 chars]"
2253,"{'id': 'business-insider', 'name': 'Business Insider'}",Thibault Spirlet,The GOP could be about to cost Ukraine the war,House Republicans look set to block $60 billion in aid to Ukraine. It could lead to the deaths of more Ukrainian troops and cost Ukraine the war.,https://www.businessinsider.com/republicans-could-be-about-to-cost-ukraine-war-analysts-russia-2024-2,https://i.insider.com/65ccb64794aa8ee8e84b2779?width=1200&format=jpeg,2024-02-14T16:45:14Z,"Ukraine's President Volodymyr Zelenskyy and US House Speaker Mike Johnson shaking hands before their meeting in Washington, US, on December 12, 2023.UKRAINIAN PRESIDENTIAL PRESS SERVICE via Getty Ima… [+7359 chars]"
2254,"{'id': 'business-insider', 'name': 'Business Insider'}",Sarah Sloat,How flying taxis could go mainstream,"Flying taxis could even replace short-haul flights, but certification and new digital infrastructure must happen first.",https://www.businessinsider.com/how-connectivity-software-can-make-flying-taxis-reality-2024-2,https://i.insider.com/65cb935cf533b039a882e8af?width=1200&format=jpeg,2024-02-20T21:27:21Z,"Ariel Davis for BI
This article is part of ""5G and Connectivity Playbook,"" a series exploring some of our time's most important tech innovations.Within 10 years, you might be stuck in traffic on the… [+7980 chars]"
2255,"{'id': 'business-insider', 'name': 'Business Insider'}",Jordan Hart,The Vision Pro Review: I'm running out of reasons to wear Apple's futuristic headset after a week,I'm a casual tech user who pretty much only buys Apple products. Here's my one-week review of the Apple Vision Pro.,https://www.businessinsider.com/guides/tech/apple-vision-pro-review,https://i.insider.com/65c2a16e7a3d271488785598?width=1200&format=jpeg,2024-02-15T09:22:01Z,"When you buy through our links, Business Insider may earn an affiliate commission. Learn moreI've tried my best to incorporate the Vision Pro into my daily life for the past week.Jordan Hart/Business… [+8888 chars]"
2256,"{'id': None, 'name': 'Design-milk.com'}",Gregory Han,Chrysler’s 6-Door Halcyon Concept Opens the Road to an Electrifying Future,"The Chrysler Halcyon Concept is a lithium-sulfur battery powered, fully autonomous roadster built with the remnants of your CD collection.",https://design-milk.com/chryslers-6-door-halcyon-concept-opens-the-road-to-an-electrifying-future/,https://design-milk.com/images/2024/02/Chrysler-Halcyon_ConceptEV-2.jpg,2024-02-21T16:00:13Z,The Chrysler company is one deeply intertwined in the lore of America’s auto industry. It’s also a legacy brand that’s been tarnished over time. While Chrysler’s imprint may span generations most not… [+4458 chars]
2257,"{'id': None, 'name': 'ReadWrite'}",Suswati Basu,iPhone 16: what’s special about it and why it’s worth the wait,"Apple users have been eagerly awaiting the arrival of the new phone — the iPhone 16, with bated breath, despite […]
The post iPhone 16: what’s special about it and why it’s worth the wait appeared first on ReadWrite.",https://readwrite.com/iphone-16-whats-special-about-it-and-why-its-worth-the-wait/,https://readwrite.com/wp-content/uploads/2024/02/iPhone-16-special-and-worth-the-wait.jpg,2024-02-15T18:30:14Z,"Apple users have been eagerly awaiting the arrival of the new phone — the iPhone 16, with bated breath, despite the iPhone 15 having just been released in late 2023.
Rumors have already been swirlin… [+10002 chars]"
2258,"{'id': None, 'name': 'ReadWrite'}",Rachael Davis,Wearable tech moves to ears with smart earrings for health monitoring,"Wearable tech expands into new territory with a prototype smart earring that offers fashionable health monitoring. Researchers from the University […]
The post Wearable tech moves to ears with smart earrings for health monitoring appeared first on ReadWrite.",https://readwrite.com/wearable-tech-moves-to-ears-with-smart-earrings-for-health-monitoring/,https://readwrite.com/wp-content/uploads/2024/02/Thermal-Earring.jpeg,2024-02-15T11:30:18Z,"Wearable tech expands into new territory with a prototype smart earring that offers fashionable health monitoring.
Researchers from the University of Washington have developed the Thermal Earring, a… [+1910 chars]"
2259,"{'id': None, 'name': 'Kotaku'}",Claire Jackson,Tweak These Settings If You're Playing Helldivers 2 On Steam Deck,"Third-person co-op shooter Helldivers 2 has been a runaway hit on PS5 and PC. As it’s available on Steam, you may have wondered whether or not Helldivers is kind enough to let Steam Deck users in on the fight for democracy. I’m happy to report that, minus a f…",https://kotaku.com/helldivers-2-steam-deck-settings-black-screen-mic-1851270907,"https://i.kinja-img.com/image/upload/c_fill,h_675,pg_1,q_80,w_1200/c3f667d9ebc52926dbbad0624b258417.jpg",2024-02-20T17:30:00Z,"Third-person co-op shooter Helldivers 2 has been a runaway hit on PS5 and PC. As its available on Steam, you may have wondered whether or not Helldivers is kind enough to let Steam Deck users in on t… [+6094 chars]"
2260,"{'id': None, 'name': 'Hackaday'}",Jenny List,Power Tool Packs Make a Portable Powerhouse,"The revolution in portable and cordless appliances has meant that we now own far fewer mains-powered gadgets than we might once have done, but it hasn’t entirely banished the old AC outlet fr…",https://hackaday.com/2024/02/21/power-tool-packs-make-a-portable-powerhouse/,https://hackaday.com/wp-content/uploads/2024/02/makita-power-featured.jpg,2024-02-21T16:30:52Z,"The revolution in portable and cordless appliances has meant that we now own far fewer mains-powered gadgets than we might once have done, but it hasn’t entirely banished the old AC outlet from our l… [+980 chars]"
2261,"{'id': None, 'name': 'Hackaday'}",Lewin Day,Slime Mold-Powered Smart Watches See Humans Fall In Love With The Goo,"Humans are very good at anthropomorphising things. That is, giving them human characteristics, like ourselves. We do it with animals—see just about any cartoon—and we even do it with our own planet…",https://hackaday.com/2024/02/16/slime-mold-powered-smart-watches-see-humans-fall-in-love-with-the-goo/,https://hackaday.com/wp-content/uploads/2024/02/integrating-living-organisms-in-devices-to-implement-care-based-interactions-bex91kv56pq-webm-shot0001.jpg,2024-02-16T18:00:23Z,"Humans are very good at anthropomorphising things. That is, giving them human characteristics, like ourselves. We do it with animalssee just about any cartoonand we even do it with our own planetsee … [+4329 chars]"
2262,"{'id': None, 'name': 'Hackaday'}",Jonathan Bennett,Making the Commodore SX-64 Mini,"When you find a portable TV from the 1980s, and it reminds you of the portable Commodore 64, there’s only one thing to be done. [Aaron Newcomb] brings us the story of taking an Emerson PC-6 a…",https://hackaday.com/2024/02/19/making-the-commodore-sx-64-mini/,https://hackaday.com/wp-content/uploads/2024/02/I-Made-A-Commodore-SX-64-From-A-Trashed-TV-34-6-screenshot.png,2024-02-20T06:00:21Z,"When you find a portable TV from the 1980s, and it reminds you of the portable Commodore 64, there’s only one thing to be done. [Aaron Newcomb] brings us the story of taking an Emerson PC-6 and matin… [+787 chars]"
